,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
28,262480,MISS VAUGHAN'S SPITALFIELDS CHARITY,"45 QUILTER STREET, LONDON",E2 7BS,Bethnal Green and Stepney,02077292790,missvaughancharity@gmail.com,Not available,31/03/2025,1547.0,1345.0,Other,Makes Grants To Individuals,The Prevention Or Relief Of Poverty,The General Public/mankind,"Small grants are made for the relief of poverty in the parishes of Christchurch, Spitalfields, St Matthew, Bethnal Green and St Leonard, Shoreditch.","THE CLOTHING AND SUPPORT OF POOR MECHANICS AND WEAVERS IN SPITALFIELDS UNABLE FROM ILLNESS OR ANY CALAMITY TO WORK. AREA OF BENEFIT - SPITALFIELDS WHICH INCLUDES THE PARISH OF CHRIST CHURCH, MILE END NEW TOWN, IN THE PARISH OF STEPNEY, THE PARISH OF ST MATTHEW, BETHNAL GREEN AND THE PARISH OF ST LEONARD, SHOREDITCH TOGETHER KNOWN AS SPITALFIELDS LONDON.",True,Micro,Dormant,The Prevention Or Relief Of Poverty
29,263489,THE MACDONALD TRUST,"107 MELBOURN ROAD, ROYSTON",SG8 7DG,North East Hertfordshire,01763256972,Not available,Not available,31/12/2024,22197.0,23890.0,Trust,"Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Religious Activities","Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","The charity supports other charities carrying out charitable work in London (HIV positive families), Wales (with the elderly), Manchester (offenders, schools)  and Norwich (teaching English).",SUCH PUBLIC CHARITABLE OBJECTS ESTABLISHED UNDER THE LAW OF GREAT BRITAIN AS THE SETTLOR DURING HIS LIFETIME AND IN DEFAULT THEREOF AND SUBJECT THERETO THE TRUSTEES SHALL FROM TIME TO TIME DETERMINE.,False,Small,Dormant,Religious Activities
30,263813,KINGSLEY TRUST,"Trustees of The Kingsley Trust, Kingsley Hall, Powis Road, Bromley-by-Bow, LONDON",E3 3HJ,Stratford and Bow,07739 277298,Not available,Not available,05/04/2025,2969.0,12000.0,Other,Makes Grants To Organisations,General Charitable Purposes,The General Public/mankind,"Advancement of Christian religion and education through support of Kingsley Hall at Bow, Kingsley Hall at Dagenham, and other charitable work for the general benefit of inhabitants of LB of Tower Hamlets","1) THE ADVANCEMENT OF THE CHRISTIAN RELIGION, THE ADVANCEMENT OF EDUCATION AND OTHER CHARITABLE WORK FOR THE GENERAL BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS IN SUCH WAYS AS THE TRUSTEES THINK FIT. 2) FOR FURTHERING THE WORK OF THE CHARITY KNOWN AS KINGSLEY HALL, AT DAGENHAM IN THE LONDON BOROUGH OF BARKING.",True,Micro,Dormant,General Charitable Purposes
31,264031,BETTER HEALTH PRODUCTS LIMITED,"THE DARNLEY CENTRE, 1A DARNLEY ROAD, LONDON",E9 6QH,Hackney South and Shoreditch,02089853570,Not available,www.centreforbetterhealth.org.uk,31/03/2025,208532.0,206559.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","Education/training, Disability, Economic/community Development/employment",People With Disabilities,"The principal activities of the social enterprise are an artisan bakery, bicycle workshop and light manufacturing. This work provides time limited (usually 3 months) trainee placements for men and women who suffer from mental ill health and forms a part of their recovery and social inclusion.  The aim of the enterprise is a move on of trainees to employment or further training.",TO PROMOTE THE REHABILITATION OF THE MENTALLY SICK WHO ARE TEMPORARILY OR PERMANENTLY INCAPABLE OF TAKING INSURABLE EMPLOYMENT BY PROVIDING EMPLOYMENT UNDER SUITABLE SHELTERED CONDITIONS.,False,Medium,Dormant,Disability
32,265514,THE COMMUNITY OF RECONCILIATION AND FELLOWSHIP,"The Community of Reconciliation and Fellowship, Prideaux House, 10 Church Crescent",E9 7DL,Hackney South and Shoreditch,02089866000,prideauxhouse3@gmail.com,Not available,31/03/2025,151807.0,137608.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","The charity's principle object is the improvement of conditions of life in the community, including the relief of poverty, distress and sickness and the provision of facilities in the interest of social welfare. The role of our community is to reconcile inequalities enabling groups and individuals to have a voice and energy to contribute to a cohesive and inclusive society.","TO PROMOTE ANY CHARITABLE PURPOSES IN THE UNITED KINGDOM FOR THE BENEFIT OF THE COMMUNITY WITHOUT DISTINCTION OF SEX, NATIONALITY ETHNIC ORIGIN COLOUR OR OF POLITICAL RELIGIOUS OR OTHER OPINIONS AND IN PARTICULAR THE ADVANCEMENT OF EDUCATION THE FURTHERANCE OF HEALTH THE RELIEF OF POVERTY DISTRESS AND SICKNESS AND THE PROVISION OF FACILITIES IN THE INTEREST OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING CONDITIONS OF LIFE AND IN THE COMMUNITY.",False,Medium,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
33,267157,WEAVERS ADVENTURE PLAYGROUND ASSOCIATION,"c/o Oxford House, Derbyshire St, Bethnal Green, Tower Hamlets, LONDON",E2 6HG,Bethnal Green and Stepney,02077291295,weaversad@btconnect.com,www.weavers-adventure-playground.co.uk,31/03/2025,84050.0,80212.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science, Amateur Sport, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","TO MANAGE AND RUN AN INCLUSIVE ADVENTURE PLAYGROUND FOR ALL CHILDREN AND YOUNG PEOPLETO PROVIDE OPPORTUNITIES FOR SOCIAL INTERGRATION AND CREATIVE PLAY IN A SAFE SUPERVISED ENVIRONMENT TO PROVIDE WORKSHOPS IN AREAS OF  ART/CRAFT AND SPORTS THAT ENCOURAGES HEALTHY GROWTH OF THE MIND AND BODIES FROM ALL BACKGROUNDS AND CULTURAL GROUPS","THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE-TIME OCCUPATION FOR CHILDREN RESIDENT IN BETHNAL GREEN BEING FACILITES - (A) OF WHICH SUCH CHILDREN HAVE NEED BY REASON OF THEIR YOUTH OR SOCIAL AND ECONOMIC CIRCUMSTANCES; AND (B) WHICH WILL IMPROVE THE CONDITIONS OF LIFE FOR SUCH CHILDREN BY PROMOTING THEIR PHYSICAL, MENTAL AND SPIRITUAL WELL-BEING.",True,Small,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity
34,267892,THE OXFORD HOUSE DEVELOPMENT TRUST,"DERBYSHIRE STREET, BETHNAL GREEN, LONDON",E2 6HG,Bethnal Green and Stepney,02077491102,info@oxfordhouse.org.uk,www.oxfordhouse.org.uk,31/03/2025,0.0,0.0,Other,"Acts As An Umbrella Or Resource Body, Other Charitable Activities",General Charitable Purposes,"Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies","OH Development Trust was set up in 1974. Its objects are the advancement of charitable, religious, social and educational work through Oxford House.",THE ADVANCEMENT OF CHARITABLE RELIGIOUS SOCIAL AND EDUCATIONAL WORK THROUGH THE MEDIUM OF THE OXFORD HOUSE.THE PROMOTION OF THE OXFORD HOUSE IN ITS CHARITABLE ACTIVITIES AND OF SIMILAR OR ASSOCIATED CHARITABLE BODIES.,True,,Dormant,General Charitable Purposes
35,270570,ALPHA GROVE COMMUNITY TRUST,"ALPHA GROVE COMMUNITY CENTRE, ALPHA GROVE, LONDON",E14 8LH,Poplar and Limehouse,02075381714,Not available,www.alphagrove.org,31/03/2025,102436.0,84554.0,Trust,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Facilities provided at the Alpha Grove Centre:Youth ClubInternet cafeCommunity meetingsComputer trainingSchool holiday programmesLegal advice sessionsPlaygroups","THE PROMOTION OF THE BENEFIT OF THE AREA OF BENEFIT WITHOUT DISTINCTION OF SEX OR OF POLITICAL RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING THE LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND INHABITANTS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS.",True,Medium,Dormant,Amateur Sport
36,272766,WHITECHAPEL AM,"39 Kenilworth Gardens, London",SE18 3JB,Erith and Thamesmead,07973 686949,info@whitechapelam.org.uk,www.whitechapelam.org.uk,31/12/2020,0.0,0.0,Other,Provides Services,"General Charitable Purposes, The Advancement Of Health Or Saving Of Lives, Arts/culture/heritage/science",The General Public/mankind,"The objectives of the Charity are to inform, educate and relieve sickness, infirmity, and/or old age amongst persons living in Central and East London, by providing a local broadcasting service for hospitals, hospices, old persons homes and/or similar institutions, and wherever possible, providing a similar service to the local community to assist patients receiving - Care In The Community.","TO INFORM, EDUCATE AND RELIEVE SICKNESS, INFIRMITY, AND/OR OLD AGE AMONGST PERSONS LIVING IN THE CENTRAL AND EAST LONDON, BY PROVIDING A LOCAL BROADCASTING SERVICE FOR HOSPITALS, HOSPICES, OLD PERSONS' HOMES AND/OR SIMILAR INSTITUTIONS, AND WHEREVER POSSIBLE, PROVIDING A SIMILAR SERVICE TO THE LOCAL COMMUNITY TO ASSIST PATIENTS RECEIVING 'CARE IN THE COMMUNITY'",False,,Dormant,The Advancement Of Health Or Saving Of Lives
37,272905,THE GARWOOD FOUNDATION,"1A MELVILLE AVENUE, SOUTH CROYDON, SURREY",CR2 7HZ,Croydon South,02086810460,ross.white@garwoodfoundation.org.uk,www.garwoodfoundation.org.uk,31/08/2024,3262272.0,3060808.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, Disability",People With Disabilities,"The Foundation provides a wide range of services for local people with disabilities, their families and carers, by the provision of a school, a registered residential home and a day centre. The Foundation provides a welfare support service for the children and adults and their families and carers, liasing in these matters with various relevant statutory support bodies.","THE OBJECTS OF THE CHARITY ARE TO PROMOTE THE CARE, WELFARE, INTEREST, TREATMENT AND ADVANCEMENT OF EDUCATION OF ADULTS AND CHILDREN HAVING CEREBRAL PALSY AND OTHER PROFOUND, MULTIPLE, ACQUIRED OR OTHER DISABILITIES, PARTICULARLY THOSE LIVING IN THE LONDON BOROUGHS OF CROYDON, SUTTON AND BROMLEY (FOR FURTHER DETAILS SEE MEMORANDUM OF ASSOCIATION)",False,Large,Dormant,Disability
38,275736,CITY OF LONDON SEA CADET CORPS,"Red House, West Tofts Road, Lynford, Norfolk",IP26 5EN,South West Norfolk,020 7407 2205,cityoflondonscc@gmail.com,https://www.sea-cadets.org/cityoflondon,31/03/2025,36388.0,28034.0,Other,"Makes Grants To Individuals, Other Charitable Activities","Education/training, Amateur Sport, Recreation",Children/young People,"SCC is a voluntary youth organisation which aims to:
a. Help young people towards responsible adulthood.
b. Encourage valuable personal attributes and high standards of conduct, using a nautical theme based upon the traditions and customs of the Royal Navy.
The Unit is very fortunate to meet on HMS Belfast.  We strive to build and maintain relationships with various bodies within the City.","The charitable purpose of the Unit (the Purpose) is to promote the development of young people in achieving their physical, intellectual and social potential as individuals and as responsible citizens by the provision of education and leisure time activities using a nautical theme and in accordance with the principles, ethos and practices of the Marine Society & Sea Cadets (MSSC).",False,Small,Dormant,Recreation
39,276056,THE FRIENDS OF CHRIST CHURCH SPITALFIELDS TRUST,"Friends of Christ Church Spitalfields, Christ Church, Fournier Street, LONDON",E1 6QE,Bethnal Green and Stepney,07966153451,friends@christchurchspitalfields.org,www.christchurchspitalfields.org,31/01/2025,0.0,2157.0,Trust,Provides Buildings/facilities/open Space,Environment/conservation/heritage,"Other Charities Or Voluntary Bodies, The General Public/mankind",The restoration and future maintenance of Christ Church Spitalfields as one of the major examples of European Baroque architecture,THE RESTORATION AND FUTURE MAINTENANCE OF CHRIST CHURCH SPITALFIELDS AS ONE OF THE MAJOR EXAMPLES OF EUROPEAN BAROQUE ARCHITECTURE.,True,,Dormant,Environment/conservation/heritage
40,277069,GLOBE TOWN COMMUNITY ASSOCIATION,"152-158 ROMAN ROAD, LONDON",E2 0RY,Bethnal Green and Stepney,07711350040,lisawing99@aol.co.uk,Not available,31/03/2025,15200.0,105920.0,Charitable company,Provides Buildings/facilities/open Space,General Charitable Purposes,"Children/young People, Elderly/old People, Other Charities Or Voluntary Bodies",Provides and promotes benefit of young and old people in London E2 in a common effort to advance social welfare for recreation and leisure-time occupation with the object of improving the conditions of life of the said inhabitants in E2 (London). Assist and co-operate with other charities.,"(A) TO PROMOTE THE BENEIT OF THE INHABITANTS OF THE STREETS AND ESTATES BOUNDED BY OLD FORD ROAD, LONDON E2, THE GRAND UNION CANAL, THE RAILWAY LINE, AND CAMBRIDGE HEATH ROAD, LONDON E2 AND THE NEIGHBOURHOOD WITHOUT DISTINCTION OF SEX OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING THE LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND THE INHABITANTS IN A COMMON EFFORT TO ADVANCE SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS. (B) ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN AD MANAGE OR TO CO-OPERATE WITH ANY LOCAL STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE ASSOCIATION AND ITS CONSTITUENT BODIES IN FURTHERANCE OF THE ABOVE OBJECT.",True,Small,Dormant,General Charitable Purposes
41,278693,THE ISLE OF DOGS PARISH TRUST,"CHRIST CHURCH VICARAGE, MANCHESTER ROAD, LONDON",E14 3BN,Poplar and Limehouse,02075381766,tom.pyke@parishiod.org.uk,Not available,31/12/2024,0.0,0.0,Trust,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, The General Public/mankind","Provision of Isle of Dogs Community and Children's ChoirsProvision of 'Confidence to Work' work Club",TO FURTHER THE PROMOTION OF MORAL WELFARE WITHIN THE PARISH OF CHRIST AND ST JOHN WITH ST LUKE IN THE ISLE OF DOGS.,True,,Dormant,Recreation
42,279009,FRIENDS OF THE ROYAL LONDON HOSPITAL (WHITECHAPEL),"65 KNIGHTHEAD POINT, THE QUARTERDECK, LONDON",E14 8SS,Poplar and Limehouse,07732727750,richardhgardner@gmail.com,www.friendsoftheroyallondonhospital.org.uk,30/06/2025,54755.0,37902.0,Other,"Makes Grants To Organisations, Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services",The Advancement Of Health Or Saving Of Lives,"Children/young People, Elderly/old People, People With Disabilities","Relieve patients and former patients of the Royal London Hospital (Whitechapel) who are sick, handicapped or infirm and generally to support the charitable work of the Hospital including related research","TO RELIEVE PATIENTS AND FORMER PATIENTS OF THE LONDON HOSPITAL (WHITECHAPEL) WHO ARE SICK, CONVALESCENT, DISABLED, HANDICAPPED OR INFIRM AND GENERALLY TO SUPPORT THE CHARITABLE WORK OF THE SAID HOSPITAL INCLUDING MEDICAL RESEARCH",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives
43,281289,KINGSLEY HALL COMMUNITY CENTRE LIMITED,"KINGSLEY HALL, POWIS ROAD, LONDON",E3 3HJ,Stratford and Bow,07739277298,Not available,http://www.kingsley-hall.co.uk,31/03/2024,28690.0,115473.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Activities for the local community including many with a  youth focus 6 days of the week particularly concentrating on week day evenings. Also large women's groups of Somali and Bangladeshi ethnic origin, Tai Chi, Ball Room Dance, patchwork, Zumba, and heritage events for all associated with this internationally known centre. See website","(A) TO PROMOTE THE BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS WITHOUT REFERENCE TO SEX OR RACE OR POLITICAL, RELIGIOUS OR OTHER OPINIONS BY CO-OPERATING WITH LOCAL AUTHORITIES, VOLUNTARY ORGANISATIONS AND INHABITANTS IN A COMMON EFFORT TO ADVANCE EDUCATION AND TO PROVIDE FACILITIES IN THE INTEREST OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. (B) TO ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN AND MANAGE OR TO CO-OPERATE WITH ANY LOCAL OR STATUTORY AUTHORITY IN THE MAINTENANCE OF SUCH A CENTRE FOR ACTIVITIES PROMOTED BY THE CENTRE AND ITS CONSTITUENT BODIES IN THE FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,Dormant,Environment/conservation/heritage
44,281576,THE ROLAND PHILIPPS FUND FOR SCOUTS,"THE ROLAND PHILIPPS FUND FOR SCOUTS, 65 Copley Street, LONDON",E1 3DF,Bethnal Green and Stepney,07956168068,kevin.bridge@eastlondonscouts.org.uk,http://www.eastlondonscouts.org.uk/,31/12/2023,31540.0,45832.0,Other,"Provides Buildings/facilities/open Space, Other Charitable Activities","General Charitable Purposes, Education/training",Children/young People,"We give young people skills for life. We actively engage and support young people in their personal development, empowering them to make a positive contribution to society. We are open to all young people aged 4 -24 in the London Boroughs of Hackney and Tower Hamlets.","THE MANAGING TRUSTEES OF THE FUND CHARITY SHALL APPLY THE CLEAR YEARLY INCOME THEREOF IN THE FOLLOWING ORDER OF PRIORITY: (1) IN OR TOWARDS THE MAINTENANCE AND REPAIR OF ANY LAND OR BUILDINGS BELONGING TO THE CENTRE CHARITY (2) IN INSTRUCTING BOYS OF ALL CLASSES IN THE PRINCIPLES OF DISCIPLINE, LOYALTY AND GOOD CITIZENSHIP THROUGH THE SCOUT MOVEMENT IN THE AREA OF THE SCOUT DISTRICT OF TOWER HAMLETS IN SUCH WAYS AS THE MANAGING TRUSTEES THINK FIT AND OTHERWISE FOR THE BENEFIT OF THE SCOUT MOVEMENT IN THE SAID AREA.",True,Small,Dormant,General Charitable Purposes
