,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
51,288149,CHISENHALE DANCE SPACE,"CHISENHALE DANCE SPACE, 64-84 CHISENHALE ROAD, LONDON",E3 5QZ,Stratford and Bow,02089816617,mail@chisenhaledancespace.co.uk,www.chisenhaledancespace.co.uk,31/03/2025,243096.0,228493.0,Charitable company,"Makes Grants To Individuals, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Arts/culture/heritage/science","Children/young People, Other Defined Groups, The General Public/mankind","We support the development of artists, the participation in dance by the community, and the development of cutting edge dance and movement practice and debate. We do this by:
- offering bespoke artistic advice, space and time for professional development, sharings and events.
- running workshops and classes for the diverse communities of East London","TO PROMOTE, MAINTAIN, IMPROVE AND ADVANCE EDUCATION, PARTICULARLY BY THE PRODUCTION AND PERFORMANCE OF DANCE, BALLET AND SIMILAR CHOREOGRAPHIC ARTS, AND THE ENCOURAGEMENT OF THE ARTS, INCLUDING THE ARTS OF DANCE, CHOREOGRAPHY, MUSIC, DRAMA, MIME, SINGING, LITERATURE, SCULPTURE AND PAINTING.",True,Medium,No Filing,Arts/culture/heritage/science
52,288488,SECOND UNIVERSITY HOUSE TRUST,"St. Margarets House, 19 Old Ford Road, LONDON",E2 9PJ,Bethnal Green and Stepney,02089802092,info@stmargaretshouse.org.uk,Not available,30/09/2024,12391.0,15067.0,Trust,Makes Grants To Organisations,General Charitable Purposes,Other Charities Or Voluntary Bodies,General assistance and grants given to small local charitable bodies.,THE RELIEF OF NEED HARDSHIP AND DISTRESS AMONGST THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS WITH SPECIAL CONSIDERATION BEING GIVEN TO THE NEEDS OF THE INHABITANTS OF BETHNAL GREEN AND THE PROVISION IN THE INTERESTS OF SOCIAL WELFARE OF FACILITIES FOR THE EDUCATION AND RECREATION OF SUCH INHABITANTS. (FOR FURTHER DETAILS SEE TRUST DEED.),True,Small,No Filing,General Charitable Purposes
53,288889,CARE FOR LIMEHOUSE PARISH CHURCH (ST ANNE'S) COMMERCIAL ROAD TRUST (USUALLY KNOWN AS CARE FOR ST ANNE'S),"5 Newell Street, London",E14 7HP,Poplar and Limehouse,02079871502,richard.bray@stanneslimehouse.org,www.stanneslimehouse.org,31/03/2025,63397.0,125089.0,Other,Provides Buildings/facilities/open Space,"Arts/culture/heritage/science, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind",The restoration and future maintenance of Limehouse Parish Church (St Anne's) Commercial Road E14 as one of the major examples of European baroque architecture.,THE WORK OF CARE FOR ST. ANNE'S NAMELY THE RESTORATION AND FUTURE MAINTENANCE OF LIMEHOUSE PARISH CHURCH (ST. ANNE'S) COMMERCAL ROAD AS ONE OF THE MAJOR EXAMPLES OF EUROPEAN BAROQUE ARCHITECTURE.,True,Small,No Filing,Environment/conservation/heritage
56,289827,TOWER HAMLETS COMMUNITY TRANSPORT,"Tower Hamlets Community Transport, 27 Newell Street, LONDON",E14 7HP,Poplar and Limehouse,07850421924,simon.rouse@thct.org.uk,www.thct.org.uk,31/03/2025,84662.0,35993.0,Charitable company,"Provides Human Resources, Provides Services",General Charitable Purposes,"Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies",Provision of transport resources to charitable and voluntary organisations working to support the needs of disadvantaged individuals and communities resident in the London Borough of Tower Hamlets,"TO PROMOTE THE EDUCATION AND RELIEVE THE NEED, HARDSHIP, DISTRESS SICKNESS AND MENTAL OR PHYSICAL HANDICAP OF PERSONS RESIDENT OR WORKING IN THE LONDON BOROUGH OF TOWER HAMLETS AND ITS SURROUNDING DISTRICTS, INCLUDING BUT WITHOUT LIMITATION BY (1) PROVIDING TRANSPORT FOR SUCH PERSONS OR FOR THE REMOVAL AND STORAGE OF THEIR GOODS AND CHATTLES; (2)PROVIDING PASSENGER TRANSPORT FOR STATUTORY AUTHORITIES OR VOLUNTARY ORGANISATIONS THAT ARE ENGAGED IN PROMOTING SUCH EDUCATION AND PROVIDING SUCH RELIEF.",True,Small,No Filing,General Charitable Purposes
58,290087,HISTORY OF WAPPING TRUST,"The Turks Head, 1 Green Bank, Wapping, London",E1W 2PA,Poplar and Limehouse,02077022205,history.of.wapping.trust@gmail.com,www.history-of-wapping-trust.co.uk,31/12/2024,1244.0,1261.0,Trust,Other Charitable Activities,Environment/conservation/heritage,The General Public/mankind,"History walks and talks.
Books on local history and Christmas Cards in the area of Wapping and Shadwell, east London.",TO ADVANCE PUBLIC EDUCATION BY PROMOTING THE STUDY OF SOCIAL HISTORY IN WAPPING AND PARTICULARLY THROUGH THE ESTABLISHMENT OF A LOCAL HISTORY MUSEUM WITHIN THE WAPPING AREA.,True,Micro,No Filing,Environment/conservation/heritage
60,293475,E L M V SHADWELL BASIN PROJECT,"3-4 SHADWELL PIERHEAD, GLAMIS ROAD, LONDON",E1W 3TD,Poplar and Limehouse,07747328319,information@shadwell-basin.org.uk,www.shadwell-basin.org.uk,31/03/2025,311001.0,334357.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","Education/training, The Prevention Or Relief Of Poverty, Amateur Sport, Recreation","Children/young People, People With Disabilities, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind",The Charity operates an activities Centre which is based in the London Borough of Tower Hamlets on the banks of the River Thames. The principal activity is the provision of facilities for watersports and other adventurous activities for the whole community.,TO ADVANCE THE EDUCATION OF YOUNG PEOPLE RESIDENT IN THE LONDON BOROUGH OF TOWER HAMLETS BY THE PROVISION OF VOCATIONAL TRAINING AND TRAINING IN THE PRINCIPLES OF GOOD CITIZENSHIP IN ORDER TO PROMOTE THEIR PHYSICAL AND MENTAL DEVELOPMENT AND PROVIDE TRAINING IN THE SKILLS NEEDED FOR LIFE; AND TO PROVIDE IN THE INTERESTS OF SOCIAL WELFARE FACILITIES FOR WATER RELATED RECREATION AND OTHER LEISURE-TIME OCCUPATIONS BEING FACILITIES WHICH ARE PRIMARILY INTENDED FOR THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AND ARE PROVIDED WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR SUCH INHABITANTS BUT WHICH SUBJECT THERETO SHALL BE AVAILABLE TO THE MEMBERS OF THE PUBLIC AT LARGE.,True,Medium,No Filing,Recreation
67,297038,CELESTIAL CHURCH OF CHRIST-STRATFORD PARISH,"7 KILNER STREET, LONDON",E14 7BD,Poplar and Limehouse,07506765921,cccstratfordparish@gmail.com,Not available,31/03/2025,4772.0,5668.0,Other,Makes Grants To Individuals,"General Charitable Purposes, Religious Activities","Elderly/old People, Other Charities Or Voluntary Bodies, The General Public/mankind","The Charity's main activities included the furtherance of the Christian faith following the doctrines advocated by the CelestialChurch of Christ,the care of elderly persons and engagement in other charitable activities",TO ADVANCE THE CHRISTIAN RELIGION BY PROPAGATING THE DOCTRINES OF CELESTIAL CHURCH OF CHRIST THROUGHOUT THE UK AND IRELAND AS ESPOUSED BY OUR LORD JESUS CHRIST.,True,Micro,No Filing,Religious Activities
68,297771,STEPNEY COMMUNITY TRUST,"STEPNEY COMMUNITY TRUST, 46 MYRDLE STREET, LONDON",E1 1HL,Bethnal Green and Stepney,02073775482,info@stepney.org.uk,www.stepney.org.uk,31/03/2025,115886.0,81525.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Offer Employment advice and guidance, IT training, Job-search, women development and counselling, healthy living, ESOL and other activities to benefit the local community at large.","TO PROMOTE THE BENEFIT OF THE INHABITANTS OF STEPNEY IN THE LONDON BOROUGH OF TOWER HAMLETS AND THE SURROUNDING AREA WITHOUT DISTINCTION OF SEX OR OF POLITICAL OR RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING LOCAL AUTHORITIES IN A COMMON EFFORT TO RELIEVE POVERTY, ADVANCE EDUCATION, PRESERVE AND PROTECT HEALTH AND PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. 2. TO ESTABLISH OR TO SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE IN THE LONDON BOROUGH OF TOWER HAMLETS, IN STEPNEY AND TO MAINTAIN AND MANAGE OR TO CO-OPERATE WITH ANY LOCAL STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A COMMUNITY CENTRE. 3. TO PROMOTE HIGH STANDARDS OF PLANNING AND ARCHITECTURE IN OR AFFECTING THE AREA OF BENEFIT. 4. TO PROMOTE GOOD RACE RELATIONS IN THE AREA OF BENEFIT BY ENDEAVOURING TO ELIMINATE DISCRIMINATION ON GROUNDS OF RACE AND ENCOURAGING EQUALITY OF OPPORTUNITY BETWEEN PERSONS OF DIFFERENT RACIAL GROUPS.",True,Medium,No Filing,Other Charitable Purposes
70,299536,SPITALFIELDS FARM ASSOCIATION LIMITED,"BUXTON STREET, LONDON",E1 5AR,Bethnal Green and Stepney,02072478762,farm@spitalfieldscityfarm.org,www.spitalfieldscityfarm.org,31/03/2025,591338.0,484850.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Animals, Environment/conservation/heritage","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind",Spitalfields City Farm is an inner-city farm for the benefit of the inhabitants of Spitalfields and the surrounding neighbourhood. The Farm provides education and volunteering activities for the community.,TO PROMOTE THE BENEFIT OF THE INHABITANTS. TO ADVANCE THE EDUCATION OF THE INHABITANTS. TO PROMOTE CARE AND CONSIDERATION FOR ANIMALS. TO PROVIDE TRAINING FOR THE NEEDY OR HANDICAPPED. TO PROVIDE RIDING FACILITIES FOR THE HANDICAPPED.,True,Medium,No Filing,Animals
71,299843,NEIGHBOURS IN POPLAR,"113 Poplar High Street, London",E14 0AE,Poplar and Limehouse,020 7531 0190,mandy.molyneux@neighboursinpoplar.com,http://www.neighboursinpoplar.com/,31/03/2025,320030.0,301185.0,Other,"Provides Services, Provides Advocacy/advice/information",Disability,"Children/young People, Elderly/old People, People With Disabilities",Provides care and welfare to persons in need through the provision of amenities and recreation and leisure activities in the interests of social welfare.,"TO PROVIDE CARE AND WELFARE TO PERSONS IN NEED, HARDSHIP OR DISTRESS IN POPLAR THROUGH THE PROVISION OF AMENITIES AND RECREATION AND LEISURE FACILITIES IN THE INTEREST OF SOCIAL WELFARE, IN PARTICULAR BUT NO EXCLUSIVELY, TO CHILDREN, THE AGED AND MENTALLY AND PHYSICALLY HANDICAPPED PERSONS.",True,Medium,No Filing,Disability
74,303251,POPLAR BLACKWALL & DISTRICT ROWING CLUB,"The Boathouse, Ferry Street, LONDON",E14 3DT,Poplar and Limehouse,020 7538 9869,pbdrc@plus.com,www.pbdrc.co.uk,31/12/2024,129466.0,112906.0,Other,"Provides Buildings/facilities/open Space, Provides Services","Education/training, The Advancement Of Health Or Saving Of Lives, Amateur Sport, Recreation","Children/young People, The General Public/mankind","Teaching juniors and adults to row with the aim of increasing their fitness and taking part in competition. The club is nationally competitive in junior, senior and veteran classifications both male and female. The club also provides for non-competitive members.The charity achieves these aims by the provision of all the necessary equipment such as boats, a gymnasium and volunteer coaches.",THE PROMOTION OF COMMUNITY PARTICIPATION IN HEALTHY RECREATION BY THE PROVISION OF FACILITIES AND COACHING FOR ROWING,True,Medium,No Filing,Recreation
77,307908,SAMUEL BUTLER'S EDUCATIONAL FOUNDATION,"37 KENILWORTH ROAD, BOW, LONDON",E3 5RH,Stratford and Bow,02089816612,admin@samuelbutler.org,www.samuelbutler.org,31/03/2025,21756.0,28244.0,Other,Makes Grants To Organisations,Education/training,Children/young People,"The promotion of education of young persons, in need of financial assistance, who are or have been for not less than two years resident or at a county or voluntary school in the area of benefit, being parishes covering mostly Tower Hamlets.","IN AWARDING TO BENEFICIARIES, EXHIBITIONS, SCHOLARSHIPS, BURSARIES OR MAINTENANCE ALLOWANCES, TENABLE AT ANY SCHOOL, UNIVERSITY, OR OTHER PLACE OF LEARNING APPROVED BY THE TRUSTEES. IN AWARDING SCHOLARSHIPS OR MAINTENANCE ALLOWANCES TO ENABLE BENEFICIARIES WHO ARE RESIDENT IN THE PARISHES OF CHRISTCHURCH WITH ALL SAINTS, SPITALFIELDS. ST.ANN, LIMEHOUSE. ST.DUNSTAN AND ALL SAINTS, STEPNEY. ST.AUGUSTINE WITH ST.PHILLIP, STEPNEY. ST.GEORGE IN THE EAST WITH CHRISTCHURCH AND ST.JOHN. ST.LEONARD, SHOREDITCH. ST.MATTHEW, BETHNAL GREEN. ST.PAUL, COVENT GARDEN. ST.PAUL WITH ST.MARK, WHITECHAPEL. ST.PAUL, SHADWELL WITH ST.JAMES, RATCLIFFE. ST.PETER, LONDON DOCKS WITH ST.JOHN OF WAPPING. ST.BOTOLPH WITHOUT ALDGATE AND HOLY TRINITIES, MINORIES. ST.BOTOLPH WITHOUT BISHOPSGATE AND THE UNITED PARISH OF SANDWICH IN THE COUNTY OF KENT TO TRAVEL ABROAD TO PURSUE THEIR EDUCATION.",True,Small,No Filing,Education/training
78,312296,GREENCOAT AND OTHER BETHNAL GREEN EDUCATIONAL CHARITIES,"37 KENILWORTH ROAD, LONDON",E3 5RH,Stratford and Bow,02089816612,Not available,Not available,31/10/2024,4096.0,4211.0,Other,Makes Grants To Organisations,Education/training,Children/young People,To provide financial support to schools in Bethnal Green,SEE INDIVIDUAL CONSTITUENTS,True,Micro,No Filing,Education/training
81,312343,RICHARD GREEN'S ST.  MATTHIAS BEQUEST,"St. Michael's Vicarage, 164 St. Leonards Road, Poplar, LONDON",E14 6PW,Poplar and Limehouse,02079878625,allsaints.poplar@tiscali.co.uk,http://www.parishofpoplar.com/,31/12/2024,4369.0,0.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations","General Charitable Purposes, Education/training, Religious Activities",Other Defined Groups,"Gives small grants and loansfor educational purposes and/or training to individuals in financial need, resident in or studying in the area of Poplar and also to educational or training organisations working within Poplar. In addition to make grants or loans to individuals or organisations for religious education according to the principles of the Church of England within Poplar.","TO MAKE GRANT AND LOANS FOR EDUCATIONAL PURPOSES AND/OR TRAINING TO INDIVIDUALS IN FINANCIAL NEED, RESIDENT IN OR STUDYING IN THE AREA OF POPLAR AND ALSO TO EDUCATIONAL OR TRAINING ORGANISATIONS WORKING WITHIN POPLAR. IN ADDITION TO MAKE GRANTS OR LOANS TO INDIVIDUALS OR ORGANISATIONS FOR RELIGIOUS EDUCATION ACCORDING TO THE PRINCIPLES OF THE CHURCH OF ENGLAND WITHIN THE BOUNDARIES OF THE PARISH OF POPLAR",True,Micro,No Filing,Religious Activities
91,801587,THE ST PAUL'S ARTS TRUST,"The Space, 269 Westferry Road, LONDON",E14 3RS,Poplar and Limehouse,020 7515 7799,andy@SPACE.ORG.UK,www.space.org.uk,31/03/2025,120482.0,120442.0,Trust,"Provides Buildings/facilities/open Space, Provides Services",Arts/culture/heritage/science,The General Public/mankind,Provision of arts and community activities for people in Tower Hamlets and beyond.,(A) TO ESTABLISH A COMMUNITY CENTRE FOR THE BENEFIT OF THE INHABITANTS OF THE ISLE OF DOGS AND ITS NEIGHOURHOOD WITHOUT DISTINCTION OF SEX OR POLITICAL OR RELIGIOUS OR OTHER OPINIONS FOR THE ADVANCEMENT OF EDUCATION AND THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR THE SAID INHABITANTS. (B) TO PROMOTE AND ENCOURAGE AMONG THE SAID INHABITANTS TO MUSICAL VISUAL DRAMTIC AND CINEMATIC ARTS.,True,Medium,No Filing,Arts/culture/heritage/science
92,801774,GREEN CANDLE DANCE COMPANY LIMITED,"OXFORD HOUSE, DERBYSHIRE STREET, LONDON",E2 6HG,Bethnal Green and Stepney,02077397722,info@greencandledance.com,www.greencandledance.com,31/03/2023,48002.0,48095.0,Charitable company,Provides Services,"Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","The principal object of the Company continues to be to bring dance as performance and as practice to all sections of the community, particularly to those with least access to it; to promote, maintain and advance education and to actively promote the social inclusion of people commonly excluded from full social inclusion by involving people in dance and the encouragement of the art of dance.","TO PROMOTE, MAINTAIN, IMPROVE AND ADVANCE EDUCATION PARTICULARLY BY INVOLVING PEOPLE IN DANCE AND THE ENCOURAGEMENT OF THE ART OF DANCE AND TO FORMULATE, PREPARE AND ESTABLISH SCHEMES THEREFORE PROVIDED THAT ALL OBJECTS OF THE COMPANY SHALL BE OF A CHARITABLE NATURE.",True,Small,No Filing,Arts/culture/heritage/science
93,802051,STEPNEY HISTORICAL TRUST,"204, SHIPWRIGHT HOUSE, 14 BOULCOTT STREET, LONDON",E1 0HR,Bethnal Green and Stepney,02077904542,stepneyhistoricaltrust@yahoo.co.uk,Not available,31/03/2024,333.0,162.0,Other,Provides Advocacy/advice/information,Education/training,"Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Current classifications education /training 102201 Children/young people202 Elderly/ Old people204 People of particular ethnic or racilal origins207 General public/ Mankind307 Provides advocacy/advice/ information.",TO ADVANCE PUBLIC EDUCATION IN THE HISTORY OF STEPNEY AND SURROUNDING AREA.,True,Micro,No Filing,Education/training
96,802597,STEP FORWARD (TOWER HAMLETS),"STEP FORWARD, 234 BETHNAL GREEN ROAD, LONDON",E2 0AA,Bethnal Green and Stepney,07958614360,info@step-forward.org,www.step-forward.org,31/03/2024,428076.0,533599.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty",Children/young People,"We aim to improve the quality of the lives of children and young people aged 11-25  who are affected by poverty and disadvantage to support them to make realistic and long-term changes. We provide an innovative range of services to young people from all communities including free, independent and confidential information, counselling and personal development activities.","(I) TO PROMOTE THE RELIEF OF SUFFERING CAUSED BY MENTAL OR PHYSICAL ILL HEALTH, OR BY SOCIAL OR ECONOMIC CIRCUMSTANCES AMONG YOUNG PEOPLE IN TOWER HAMLETS AND THE SURROUNDING AREA, BY ESTABLISHING, MAINTAINING AND DEVELOPING A MULTI-CULTURAL COUNSELLING SERVICE IN TOWER HAMLETS FOR THE GIVING OF INDIVIDUAL OR GROUP INFORMATION, ADVICE AND COUNSELLING TO ALL YOUNG PEOPLE REGARDLESS OF SEX, DISABILITY, ETHNIC ORIGIN, SEXUAL ORIENTATION OR RELIGIOUS OR POLITICAL AFFILIATION. (II) TO OPEN AND MAINTAIN A CENTRE OR CENTRES WHERE YOUNG PEOPLE ARE WELCOME TO CALL IN OR TELEPHONE.",True,Medium,No Filing,The Advancement Of Health Or Saving Of Lives
