Unnamed: 0_x,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus,lsoa21,lat,long,Unnamed: 0_y,LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
181,1075594,ST PETER'S BENGALI ASSOCIATION,"MINERVA HOUSING CENTRE, 10 MINERVA STREET, LONDON",E2 9EH,Bethnal Green and Stepney,02036052032,stpetersba@live.co.uk,www.stpetersba.com,31/03/2025,26719.0,15762.0,Other,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Supplementary Education and Study Support Class for ChildrenMother Tongue Language ClassesWelfare Advice and Information ServiceYoung Engagement Programme","THE CHARITY IS ESTABLISHED TO ADVANCE THE EDUCATION, INCLUDING THE PHYSICAL DEVELOPMENT, OF CHILDREN (IN PARTICULAR OF BENGALI ORIGIN) IN THE LONDON BOROUGH OF TOWER HAMLETS AND HACKNEY.",True,Small,Dormant,Accommodation/housing,E01004199,51.531636,-0.059761,3996.0,E01004199,Tower Hamlets 002C,E09000030,Tower Hamlets,44.165,3553.0,2.0,0.541,1739.0,1.0,0.222,5208.0,2.0,27.729,10004.0,3.0,0.812,6339.0,2.0,0.805,5846.0,2.0,37.962,2774.0,1.0,34.365,7166.0,3.0,0.802,869.0,1.0,0.757,282.0,1.0,-0.272,20534.0,7.0,0.358,4560.0,2.0,4.085,33584.0,10.0,6.272,825.0,1.0,-0.317,22501.0,7.0,2.218,155.0,1.0,1775.0,361.0,204.0,1267.0
184,1075745,MULBERRY SCHOOL (TOWER HAMLETS) TRUST,"Mulberry School for Girls, Mulberry School, Richard Street, LONDON",E1 2JP,Bethnal Green and Stepney,02077906327,spatni@mulberryschoolstrust.org,Not available,25/03/2025,823.0,123712.0,Trust,"Provides Other Finance, Provides Services","Education/training, Arts/culture/heritage/science","Children/young People, Other Defined Groups",Education related,"FOR THE ADVANCEMENT OF EDUCATION AND IN PARTICULAR THE ADVANCEMENT OF EDUCATION OF PUPILS ATTENDING MULBERRY SCHOOL FOR GIRLS BY BY IMPLEMENTING AND ENHANCING THE EDUCATIONAL PROVISION OF THE SCHOOL THEREBY ASSISTING THE DELIVERY OF THE CURRICULUM AT THE SCHOOL PARTICULARLY IN SUBJECTS SUCH AS SPORTS AND THE ARTS THROUGH PROVIDING AND ASSISTING IN THE PROVISION OF ITEMS, FACILITIES AND EQUIPMENT AT THE SCHOOL AND THROUGH SUCH OTHER WAYS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE PROVIDED THAT IN SO DOING THE TRUSTEES SHALL NOT RELIEVE THE LOCAL EDUCATION AUTHORITY OR ANY OTHER STATUTORY BODY OF ITS STATUTORY OBLIGATIONS.",True,Micro,Dormant,Arts/culture/heritage/science,E01004304,51.514507,-0.060432,4075.0,E01004304,Tower Hamlets 022C,E09000030,Tower Hamlets,44.952,3364.0,1.0,0.564,1374.0,1.0,0.216,5585.0,2.0,30.482,8735.0,3.0,0.259,12709.0,4.0,0.476,9869.0,3.0,47.292,619.0,1.0,38.353,5542.0,2.0,0.831,633.0,1.0,0.759,274.0,1.0,-1.012,29657.0,9.0,0.405,2302.0,1.0,3.342,33660.0,10.0,8.005,120.0,1.0,-0.17,19331.0,6.0,2.464,32.0,1.0,2224.0,455.0,276.0,1542.0
187,1076857,ISLAND ADVICE CENTRE,"ISLAND HOUSE, ROSERTON STREET, LONDON",E14 3PG,Poplar and Limehouse,02075380094,admin@island-advice.org.uk,www.island-advice.org.uk,31/03/2025,467465.0,482423.0,Charitable company,Provides Advocacy/advice/information,"Education/training, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","IAC is an independent advice service that provides support and guidance on statutory rights and entitlement to local residents. Areas of advice include; welfare rights, housing, debt. Advice is given from basic level up to specialist casework. In addition the organisation provides training and volunteering opportunities to individuals interested in developing advice skills.",TO RELIEVE POVERTY IN THE AREA  KNOWN AS THE ISLE OF DOGS AND NEARBY AREAS BY THE ADVANCEMENT OF EDUCATION OF THE GENERAL PUBLIC IN THE FIELD OF WELFARE AND INDIVIDUAL RIGHTS.,True,Medium,Dormant,The Prevention Or Relief Of Poverty,E01004221,51.498483,-0.010022,4014.0,E01004221,Tower Hamlets 036A,E09000030,Tower Hamlets,29.445,8544.0,3.0,0.362,6734.0,2.0,0.126,14334.0,5.0,14.169,18824.0,6.0,0.6,8524.0,3.0,0.381,11178.0,4.0,42.984,1395.0,1.0,28.503,10095.0,3.0,0.631,3881.0,2.0,0.439,3732.0,2.0,-0.095,17857.0,6.0,0.214,18201.0,6.0,10.209,32572.0,10.0,6.986,402.0,1.0,-0.323,22624.0,7.0,1.668,936.0,1.0,1943.0,363.0,199.0,1421.0
189,1077423,MAZAHIRUL ULOOM LONDON,"241-243 Mile End Road, London",E1 4AA,Bethnal Green and Stepney,02077028533,INFO@MUL.ORG.UK,www.mul.org.uk,31/08/2024,507313.0,439159.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind","The charity provides facilities for 5 times prayer daily and open for 365 days of the year. It runs educational seminars for adults and youths. The charity also runs evening madrasa for basic Quran teaching in addition to basic Islamic ethics.The charity runs a full time school on Natioanl Carriculum from year 7 to year 11.",FOR THE ADVANCEMENT OF EDUCATION AND RELIGION IN ACCORDANCE WITH THE TENETS AND DOCTRINES OF THE QUR'AN AND HIDATH.,True,Medium,Dormant,Human Rights/religious Or Racial Harmony/equality Or Diversity,E01035670,51.522215,-0.045299,33663.0,E01035670,Tower Hamlets 010G,E09000030,Tower Hamlets,25.999,10488.0,4.0,0.284,10384.0,4.0,0.091,20602.0,7.0,27.166,10289.0,4.0,-0.035,16928.0,6.0,0.741,6539.0,2.0,36.527,3278.0,1.0,38.044,5661.0,2.0,0.781,1059.0,1.0,0.681,558.0,1.0,-0.186,19249.0,6.0,0.349,5154.0,2.0,5.773,33427.0,10.0,6.062,1000.0,1.0,0.044,14845.0,5.0,1.918,461.0,1.0,4759.0,527.0,299.0,3904.0
192,1079150,SPEAKER OF TOWER HAMLETS COMMITTEE FOR LOCAL CHARITIES,"LONDON BOROUGH OF TOWER HAMLETS, Town Hall, 160 Whitechapel Road, LONDON",E1 1BJ,Bethnal Green and Stepney,02073645221,danny.warren@towerhamlets.gov.uk,Not available,30/09/2023,33514.0,32513.0,Other,Makes Grants To Organisations,General Charitable Purposes,"Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies",Fund raising activities including Speaker's Charity evening and appeals by the Speaker to local businesses.,TO OR FOR THE BENEFIT OF SUCH CHARITABLE PURPOSE OR PURPOSES OR SUCH CHARITABLE INSTITUTION IN PARTICULAR FOR THE BENEFIT OF THE INHABITANTS OF THE LONDON BOROUGH OF TOWER HAMLETS AS THE TRUSTEES SHALL DECIDE,True,Small,Dormant,General Charitable Purposes,E01004322,51.51932,-0.057301,4089.0,E01004322,Tower Hamlets 017A,E09000030,Tower Hamlets,45.199,3313.0,1.0,0.666,339.0,1.0,0.146,11779.0,4.0,17.107,16448.0,5.0,1.203,3191.0,1.0,0.385,11122.0,4.0,33.642,4495.0,2.0,45.013,3360.0,1.0,0.994,57.0,1.0,0.983,11.0,1.0,-0.409,22674.0,7.0,0.275,10989.0,4.0,3.217,33666.0,10.0,5.64,1398.0,1.0,0.344,9761.0,3.0,1.96,403.0,1.0,1532.0,255.0,86.0,1212.0
195,1079423,STEPNEY SHAHJALAL MOSQUE & CULTURAL CENTRE,"81-83 DUCKETT STREET, LONDON",E1 4TD,Bethnal Green and Stepney,07442490694,ssmacc@hotmail.co.uk,www.stepneyshahjalalmosque.org.uk,31/03/2025,573318.0,207526.0,Charitable company,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Religious Activities, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance religious education among children and adults and to provide facilities for prayer, recreation and leisure activities.","TO ADVANCE THE ISLAMIC RELIGION AMONGST THE RESIDENTS LIVING IN AND PERSONS VISITING THE GEOGRAPHICAL AREA OF OLD ST DUNSTANS WARD IN THE LONDON BOROUGH OF TOWER HAMLETS.
TO ADVANCE THE EDUCATION OF THE PUBLIC IN PARTICULAR CHILDREN IN ACCORDANCE WITH THE TEACHINGS OF ISLAM IN THE AREA OF BENEFIT.
THE PROVISION OF FACILITIES FOR THE RECREATION OR OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE 0F THOSE PERSONS LIVING IN THE AREA OF BENEFIT AND WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES.
TO PROMOTE GOOD RACE AND COMMUNITY RELATIONS WITH OTHER ETHNIC COMMUNITIES IN THE AREA OF BENEFIT..",True,Medium,Dormant,Other Charitable Purposes,E01035681,51.518423,-0.041195,33674.0,E01035681,Tower Hamlets 019F,E09000030,Tower Hamlets,42.033,4054.0,2.0,0.554,1534.0,1.0,0.244,3989.0,2.0,25.115,11303.0,4.0,0.7,7430.0,3.0,0.336,11788.0,4.0,34.732,4011.0,2.0,26.173,11440.0,4.0,0.752,1432.0,1.0,0.794,189.0,1.0,-0.462,23434.0,7.0,0.35,5074.0,2.0,5.538,33455.0,10.0,5.782,1242.0,1.0,-0.873,31378.0,10.0,1.915,470.0,1.0,2070.0,449.0,245.0,1421.0
196,1079457,EVANGELICAL CHURCH WINNING ALL (ECWA),"Raines Foundation School, Approach Road, LONDON",E2 9LY,Bethnal Green and Stepney,07429041006,ecwalondon@gmail.com,ecwalondon.org,31/12/2024,36754.0,32460.0,Other,Other Charitable Activities,"General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Human Rights/religious Or Racial Harmony/equality Or Diversity","Children/young People, Elderly/old People, The General Public/mankind",Evangelical Christian Worship Assembly as a charity aims to advance the Christian faith in London and other parts of United Kingdom. We are also committed to relieving persons who are in conditions of need or hardship in United Kingdom and other parts of the world as the trustees may think fit.,(A) TO ADVANCE THE CHRISTIAN FAITH IN ACCORDANCE WITH THE STATEMENT OF BELIEFS APPEARING IN THE SCHEDULE HERETO IN LONDON AND IN SUCH OTHER PARTS  OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (B) TO RELIEVE PERSONS WHO ARE IN CONDITIONS OF NEED OR HARDSHIP OR WHO ARE AGED OR SICK AND TO RELIEVE THE DISTRESS CAUSED THEREBY IN LONDON AND IN SUCH OTHER PART OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT (C) TO PROMOTE AND FULFIL SUCH OTHER CHARITABLE PURPOSES BENEFICIAL TO THE COMMUNITY IN LONDON AND IN SUCH OTHER PARTS OF THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES MAY FROM TIME TO TIME THINK FIT,True,Small,Dormant,Overseas Aid/famine Relief,E01035661,51.53127,-0.05176,33654.0,E01035661,Tower Hamlets 002F,E09000030,Tower Hamlets,41.343,4254.0,2.0,0.499,2541.0,1.0,0.145,11862.0,4.0,24.39,11697.0,4.0,1.328,2466.0,1.0,0.846,5454.0,2.0,40.487,1988.0,1.0,33.848,7429.0,3.0,0.776,1109.0,1.0,0.756,285.0,1.0,-0.224,19817.0,6.0,0.329,6482.0,2.0,4.795,33531.0,10.0,6.654,577.0,1.0,-0.23,20636.0,7.0,2.026,342.0,1.0,1647.0,332.0,88.0,1203.0
197,1080256,COMMUNITY OF REFUGEES FROM VIETNAM - EAST LONDON,"Old Poplar Library - Unit 17, 45 Gillender Street, LONDON",E14 6RN,Poplar and Limehouse,02075384986,crveastlondon@aol.com,www.crveastlondon.org,31/03/2025,193999.0,165772.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin","CRV - East London provides following services: 
Vietnamese Elderly Support Services includes Drop in centre, advisory and information on welfare, housing, health, education, training, counselling and home visits. Luncheon club. Social cultural events and outing trips. 
Home care services.","TO PROMOTE THE RELIEF OF PEOPLE IN THE VIETNAMESE COMMUNITY IN EAST LONDON WHO ARE IN NEED, HARDSHIP OR DISTRESS; TO PROVIDE SERVICES THAT WILL IMPROVE THE QUALITY OF LIFE OF THE VIETNAMESE COMMUNITY IN EAST LONDON; TO ASSIST THE COMMUNITY TO INTEGRATE INTO THE LOCAL COMMUNITY AND TO CONTRIBUTE TO THE COMMON GOOD; TO ADVANCE LEARNING IN THE COMMUNITY AND TO INTERACT WITH COMMUNITIES IN THE UK WITH A VIEW TO PROMOTE AND PRESERVE TRADITIONAL VIETNAMESE CULTURE.",True,Medium,Dormant,Economic/community Development/employment,E01004249,51.518889,-0.009579,4036.0,E01004249,Tower Hamlets 018D,E09000030,Tower Hamlets,45.539,3256.0,1.0,0.584,1096.0,1.0,0.242,4127.0,2.0,31.901,8190.0,3.0,0.313,12027.0,4.0,0.638,7788.0,3.0,40.54,1976.0,1.0,32.262,8183.0,3.0,0.769,1208.0,1.0,0.619,964.0,1.0,-0.139,18510.0,6.0,0.379,3410.0,2.0,10.234,32564.0,10.0,6.615,602.0,1.0,0.118,13458.0,4.0,1.247,2163.0,1.0,2421.0,589.0,265.0,1645.0
199,1081515,YOUNG NEWS,"YOUNG NEWS, MONTEFIORE CENTRE, (BETHNAL GREEN TRAINING CENTRE), HANBURY STREET, LONDON",E1 5HZ,Bethnal Green and Stepney,02072474224,ynews@aol.com,www.youngnews.org.uk,31/03/2025,14850.0,9134.0,Charitable company,Provides Services,"General Charitable Purposes, Education/training, Arts/culture/heritage/science, Recreation","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Mainly provide training on creative writing and publication for young children and for all ages based on community needs including women and ethnic group.Organise services which benefit families involving children and parents.Motivate on healthier life style in education, safety issues and physical health. Organise cultural show, film show, tour to famous places.",TO ADVANCE THE EDUCATION OF CHILDREN (REGARDLESS OF RACE) IN WRITING AND JOURNALISM SKILLS.,True,Small,Dormant,Recreation,E01004308,51.519883,-0.066834,4079.0,E01004308,Tower Hamlets 015C,E09000030,Tower Hamlets,35.155,6123.0,2.0,0.423,4569.0,2.0,0.179,8404.0,3.0,15.813,17458.0,6.0,0.792,6526.0,2.0,0.555,8831.0,3.0,38.983,2435.0,1.0,34.117,7288.0,3.0,0.659,3179.0,1.0,0.624,923.0,1.0,-0.729,26819.0,8.0,0.281,10405.0,4.0,3.365,33657.0,10.0,6.398,715.0,1.0,-0.143,18761.0,6.0,1.901,495.0,1.0,1462.0,257.0,189.0,1057.0
200,1081760,TRINITY BUOY WHARF TRUST,"TRINITY BUOY WHARF TRUST, 64 ORCHARD PLACE, LONDON",E14 0JW,Poplar and Limehouse,01273846328,Not available,Not available,31/12/2024,371892.0,374569.0,Charitable company,Makes Grants To Organisations,Arts/culture/heritage/science,"Other Defined Groups, The General Public/mankind",The Company's objects are for the benfit of any charitable purpose which promotes the arts and the education of the public in the arts in the London Borough of Tower Hamlets and surrounding Boroughs as the Trustees may from time to time determine.,THE COMPANY'S OBJECTS ARE FOR THE BENEFIT OF ANY CHARITABLE PURPOSE WHICH PROMOTES THE ARTS AND THE EDUCATION OF THE PUBLIC IN THE ARTS IN THE LONDON BOROUGH OF TOWER HAMLETS AND SURROUNDING BOROUGHS AS THE TRUSTEES MAY FROM TIME TO TIME DETERMINE,True,Medium,Dormant,Arts/culture/heritage/science,E01035702,51.50865,0.007613,33695.0,E01035702,Tower Hamlets 034C,E09000030,Tower Hamlets,30.439,8064.0,3.0,0.532,1867.0,1.0,0.119,15403.0,5.0,13.482,19439.0,6.0,0.048,15714.0,5.0,0.651,7603.0,3.0,21.89,14574.0,5.0,37.708,5798.0,2.0,0.994,56.0,1.0,0.965,43.0,1.0,0.152,14235.0,5.0,0.173,24231.0,8.0,15.157,31145.0,10.0,3.328,5077.0,2.0,-0.153,18974.0,6.0,2.298,101.0,1.0,1847.0,346.0,31.0,1441.0
201,1082043,SPITALFIELDS ARTS - FACILITIES AND EDUCATION,"Safe Studio, 12-14 Greatorex Street, London",E1 5NF,Bethnal Green and Stepney,02072471892,safestudios@ssba.info,www.safestudios.co.uk,30/09/2024,76385.0,79391.0,Charitable company,Provides Buildings/facilities/open Space,"Education/training, Arts/culture/heritage/science",The General Public/mankind,Provision of affordable Artists studio space,"1. T0 ADVANCE THE EDUCATION OF THE PUBLIC, IN PARTICULAR CHILDREN AND YOUNG PEOPLE, IN THE ARTS; 2. IN THE INTERESTS OF SOCIAL WELFARE TO PROVIDE OR ASSIST IN THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE TIME OCCUPATIONS, WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE PERSONS FOR WHOM SUCH FACILITIES ARE PRIMARILY INTENDED, I.E. PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, PROPERTY OR SOCIAL OR ECONOMIC CIRCUMSTANCES, PROVIDE THAT NEVERTHELESS SUCH FACILITIES SHALL BE AVAILABLE TO MEMBERS OF THE PUBLIC AT LARGE; 3. THE RELIEF OF POVERTY AMONGST ARTISTS BY THE PROVISION OF SUBSIDISED STUDIO SPACE.",True,Small,Dormant,Arts/culture/heritage/science,E01004309,51.517871,-0.06702,4080.0,E01004309,Tower Hamlets 015D,E09000030,Tower Hamlets,47.715,2794.0,1.0,0.571,1279.0,1.0,0.221,5329.0,2.0,16.099,17238.0,6.0,1.316,2522.0,1.0,1.233,2480.0,1.0,35.237,3796.0,2.0,37.877,5728.0,2.0,0.965,120.0,1.0,0.852,119.0,1.0,-0.726,26786.0,8.0,0.284,10151.0,4.0,1.828,33747.0,10.0,5.867,1156.0,1.0,-0.126,18389.0,6.0,2.248,127.0,1.0,2882.0,461.0,248.0,2207.0
203,1083656,STEPHEN HAWKING SCHOOL TRUST,"STEPHEN HAWKING SCHOOL, 2 BRUNTON PLACE, LONDON",E14 7LL,Bethnal Green and Stepney,02074239848,trust@stephenhawking.towerhamlets.sch.uk,http://www.whooshcharity.org/,31/03/2025,5586.0,70251.0,Other,Provides Services,"Education/training, Disability, The Prevention Or Relief Of Poverty, Amateur Sport","Children/young People, People With Disabilities","The Trust supports children with severe, profound and/or multiple learning difficulties and/or complex medical needs from birth to eleven. It provides funding to support facilities for the daily care, recreation and education of children outside of normal school hours and during school holidays.","A) TO PROVIDE THE NECESSARY FACILITIES FOR THE DAILY CARE, RECREATION AND EDUCATION OF CHILDREN DURING OUT OF SCHOOL HOURS AND SCHOOL HOLIDAYS. B) TO ADVANCE THE EDUCATION AND TRAINING OF THE PERSONS IN THE PROVISION OF SUCH CARE, EDUCATION AND RECREATIONAL FACILITIES.",True,Micro,Dormant,Disability,E01004286,51.513185,-0.037716,4059.0,E01004286,Tower Hamlets 019C,E09000030,Tower Hamlets,38.909,4894.0,2.0,0.432,4299.0,2.0,0.223,5156.0,2.0,19.673,14592.0,5.0,0.458,10198.0,4.0,0.953,4494.0,2.0,37.938,2784.0,1.0,39.925,4958.0,2.0,0.508,7751.0,3.0,0.674,587.0,1.0,-0.624,25611.0,8.0,0.313,7672.0,3.0,6.577,33309.0,10.0,6.255,838.0,1.0,0.185,12251.0,4.0,1.827,619.0,1.0,2565.0,491.0,320.0,1786.0
205,1084524,"REDEEMED CHRISTIAN CHURCH OF GOD (""RCCG"") BETHEL PARISH","UNIT 26, SKYLINES BUSINESS VILLAGE, LIME HARBOUR, LONDON",E14 9TS,Poplar and Limehouse,01708 347612,rccgbethel@yahoo.co.uk,http://rccgbethel.church,31/12/2024,64415.0,50925.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, Other Charities Or Voluntary Bodies, The General Public/mankind","Advancement of Christian Faith worldwide and relief of poverty",1. THE ADVANCEMENT OF THE CHRISTIAN FAITH WORLDWIDE IN IN ACCORDANCE WITH THE DOCTRINES SET OUT IN THE STATEMENT OF FAITH CONTAINED IN THE SCHEDULE 2. THE RELIEF OF POVERTY.,True,Small,Dormant,Overseas Aid/famine Relief,E01004221,51.499196,-0.01283,4014.0,E01004221,Tower Hamlets 036A,E09000030,Tower Hamlets,29.445,8544.0,3.0,0.362,6734.0,2.0,0.126,14334.0,5.0,14.169,18824.0,6.0,0.6,8524.0,3.0,0.381,11178.0,4.0,42.984,1395.0,1.0,28.503,10095.0,3.0,0.631,3881.0,2.0,0.439,3732.0,2.0,-0.095,17857.0,6.0,0.214,18201.0,6.0,10.209,32572.0,10.0,6.986,402.0,1.0,-0.323,22624.0,7.0,1.668,936.0,1.0,1943.0,363.0,199.0,1421.0
207,1084930,THE CARERS CENTRE,"Carers Centre, 21 Brayford Square, London",E1 0SG,Bethnal Green and Stepney,02077901765,enquiries@ccth.org.uk,www.ccth.org.uk,31/03/2025,877116.0,785284.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Disability, The Prevention Or Relief Of Poverty","Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Provides practical support services, information & advice, welfare benefits service to carers of people with disabilities or long term conditions in LB Tower Hamlets.Carers Independent Advocate service from 1/5/2015","The charity’s objects (‘Objects’) are specifically restricted to: 
(1) advancing education concerning caring amongst carers and the public; and 
(2) alleviating mental and physical distress attributable to caring amongst carers through the provision of practical help, organisation, support, advocacy and information to people caring, or who have cared for, others who are dependent on them due to disability arising from age, physical or mental disability.",True,Medium,Dormant,Disability,E01004287,51.514214,-0.050341,4060.0,E01004287,Tower Hamlets 016B,E09000030,Tower Hamlets,42.945,3838.0,2.0,0.649,430.0,1.0,0.202,6566.0,2.0,22.79,12581.0,4.0,0.328,11837.0,4.0,0.137,14748.0,5.0,38.685,2532.0,1.0,29.31,9647.0,3.0,0.995,46.0,1.0,0.593,1200.0,1.0,-0.658,26016.0,8.0,0.341,5651.0,2.0,5.412,33467.0,10.0,6.362,752.0,1.0,0.092,13945.0,5.0,1.026,3245.0,1.0,2338.0,493.0,425.0,1478.0
210,1088224,LONDON SOMALI ACTION FORUM,"Bethnal Green Training Centre, Hanbury Street, LONDON",E1 5HZ,Bethnal Green and Stepney,0207 423 9917,info@lsaf.co.uk,www.lsaf.co.uk,31/03/2024,17500.0,16500.0,Other,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin","THE ORGANIZATION HAD UNDERTAKEN THE FOLLOWING PROJECTS/ ACTIVITIES; 1 -  Adult ESOL Classes. 2 - Study support and homework, 3 - Job search programme for the unemployed people. 4 - Free internet cafefor the community. 5 - One - One based advice on welfare benefits. 6 - creer advice for the youth school leavers. 7 -One - one based advice on Employment 8 - Basic Women's Training","1. THE RELIEF OF NEED, POVERTY AND DISTRESS, PARTICULARLY THROUGH THE PROVISION OF ADVICE CONCERNING BENEFITS AND COUNSELLING AND MEDICAL ADVICE FOR THE VICTIMS OF WAR  2. THE ADVANCEMENT OF EDUCATION, PARTICULARLY THROUGH THE PROVISION OF EXTRA CURRICULAR EDUCATION FOR SCHOOL CHILDREN 3. THE PRESERVATION AND PROTECTION OF PUBLIC HEALTH 4. THE RELIEF OF UNEMPLOYMENT FOR THE BENEFIT OF THE PUBLIC.",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives,E01004308,51.519883,-0.066834,4079.0,E01004308,Tower Hamlets 015C,E09000030,Tower Hamlets,35.155,6123.0,2.0,0.423,4569.0,2.0,0.179,8404.0,3.0,15.813,17458.0,6.0,0.792,6526.0,2.0,0.555,8831.0,3.0,38.983,2435.0,1.0,34.117,7288.0,3.0,0.659,3179.0,1.0,0.624,923.0,1.0,-0.729,26819.0,8.0,0.281,10405.0,4.0,3.365,33657.0,10.0,6.398,715.0,1.0,-0.143,18761.0,6.0,1.901,495.0,1.0,1462.0,257.0,189.0,1057.0
